"TIME","GEO","DURATION","UNIT","Value","Flag and Footnotes"
"2008","Monaco","From 15 to 19 years","Number",":",""
"2008","Monaco","From 20 to 24 years","Number",":",""
"2008","Monaco","25 years or over","Number",":",""
"2008","San Marino","Less than 1 year","Number",":",""
"2008","San Marino","Less than 5 years","Number",":",""
"2008","San Marino","10 years","Number",":",""
"2008","San Marino","From 15 to 19 years","Number",":",""
"2008","San Marino","From 20 to 24 years","Number",":",""
"2008","San Marino","25 years or over","Number",":",""
"2008","Ukraine","Less than 1 year","Number",":",""
"2008","Ukraine","Less than 5 years","Number",":",""
"2008","Ukraine","10 years","Number",":",""
"2008","Ukraine","From 15 to 19 years","Number",":",""
"2008","Ukraine","From 20 to 24 years","Number",":",""
"2008","Ukraine","25 years or over","Number",":",""
"2009","Belgium","Less than 1 year","Number","73",""
"2009","Belgium","Less than 5 years","Number","5,398",""
"2009","Belgium","10 years","Number","1,195",""
"2009","Belgium","From 15 to 19 years","Number","4,776",""
"2009","Belgium","From 20 to 24 years","Number","3,740",""
"2009","Belgium","25 years or over","Number","5,805",""
"2009","Bulgaria","Less than 1 year","Number","45",""
"2009","Bulgaria","Less than 5 years","Number","1,766",""
"2009","Bulgaria","10 years","Number","454",""
"2009","Bulgaria","From 15 to 19 years","Number","2,072",""
"2009","Bulgaria","From 20 to 24 years","Number","1,659",""
"2009","Bulgaria","25 years or over","Number","1,870",""
"2009","Czech Republic","Less than 1 year","Number","54",""
"2009","Czech Republic","Less than 5 years","Number","4,848",""
"2009","Czech Republic","10 years","Number","1,044",""
"2009","Czech Republic","From 15 to 19 years","Number","4,888",""
"2009","Czech Republic","From 20 to 24 years","Number","4,013",""
"2009","Czech Republic","25 years or over","Number","4,135",""
"2009","Denmark","Less than 1 year","Number","172",""
"2009","Denmark","Less than 5 years","Number","3,578",""
"2009","Denmark","10 years","Number","635",""
"2009","Denmark","From 15 to 19 years","Number","1,976",""
"2009","Denmark","From 20 to 24 years","Number","1,130",""
"2009","Denmark","25 years or over","Number","1,368",""
"2009","Germany (including former GDR)","Less than 1 year","Number","41",""
"2009","Germany (including former GDR)","Less than 5 years","Number","21,603",""
"2009","Germany (including former GDR)","10 years","Number","8,366",""
"2009","Germany (including former GDR)","From 15 to 19 years","Number","28,408",""
"2009","Germany (including former GDR)","From 20 to 24 years","Number","23,745",""
"2009","Germany (including former GDR)","25 years or over","Number","26,688",""
"2009","Estonia","Less than 1 year","Number","26",""
"2009","Estonia","Less than 5 years","Number","868",""
"2009","Estonia","10 years","Number","103",""
"2009","Estonia","From 15 to 19 years","Number","360",""
"2009","Estonia","From 20 to 24 years","Number","403",""
"2009","Estonia","25 years or over","Number","465",""
"2009","Ireland","Less than 1 year","Number",":",""
"2009","Ireland","Less than 5 years","Number",":",""
"2009","Ireland","10 years","Number",":",""
"2009","Ireland","From 15 to 19 years","Number",":",""
"2009","Ireland","From 20 to 24 years","Number",":",""
"2009","Ireland","25 years or over","Number",":",""
"2009","Greece","Less than 1 year","Number",":",""
"2009","Greece","Less than 5 years","Number",":",""
"2009","Greece","10 years","Number",":",""
"2009","Greece","From 15 to 19 years","Number",":",""
"2009","Greece","From 20 to 24 years","Number",":",""
"2009","Greece","25 years or over","Number",":",""
"2009","Spain","Less than 1 year","Number","226",""
"2009","Spain","Less than 5 years","Number","14,363",""
"2009","Spain","10 years","Number","3,890",""
"2009","Spain","From 15 to 19 years","Number","14,700",""
"2009","Spain","From 20 to 24 years","Number","11,394",""
"2009","Spain","25 years or over","Number","19,324",""
"2009","France","Less than 1 year","Number",":",""
"2009","France","Less than 5 years","Number",":",""
"2009","France","10 years","Number",":",""
"2009","France","From 15 to 19 years","Number",":",""
"2009","France","From 20 to 24 years","Number",":",""
"2009","France","25 years or over","Number",":",""
"2009","Croatia","Less than 1 year","Number","27",""
"2009","Croatia","Less than 5 years","Number","982",""
"2009","Croatia","10 years","Number","211",""
"2009","Croatia","From 15 to 19 years","Number","608",""
"2009","Croatia","From 20 to 24 years","Number","578",""
"2009","Croatia","25 years or over","Number","824",""
"2009","Italy","Less than 1 year","Number","0",""
"2009","Italy","Less than 5 years","Number","51",""
"2009","Italy","10 years","Number","2,686",""
"2009","Italy","From 15 to 19 years","Number","11,461",""
"2009","Italy","From 20 to 24 years","Number","8,133",""
"2009","Italy","25 years or over","Number","13,763",""
"2009","Cyprus","Less than 1 year","Number","17",""
"2009","Cyprus","Less than 5 years","Number","498",""
"2009","Cyprus","10 years","Number","60",""
"2009","Cyprus","From 15 to 19 years","Number","179",""
"2009","Cyprus","From 20 to 24 years","Number","131",""
"2009","Cyprus","25 years or over","Number","196",""
"2009","Latvia","Less than 1 year","Number","21",""
"2009","Latvia","Less than 5 years","Number","1,149",""
"2009","Latvia","10 years","Number","175",""
"2009","Latvia","From 15 to 19 years","Number","780",""
"2009","Latvia","From 20 to 24 years","Number","637",""
"2009","Latvia","25 years or over","Number","669",""
"2009","Lithuania","Less than 1 year","Number","91",""
"2009","Lithuania","Less than 5 years","Number","1,950",""
"2009","Lithuania","10 years","Number","330",""
"2009","Lithuania","From 15 to 19 years","Number","1,566",""
"2009","Lithuania","From 20 to 24 years","Number","1,172",""
"2009","Lithuania","25 years or over","Number","1,269",""
"2009","Luxembourg","Less than 1 year","Number","2",""
"2009","Luxembourg","Less than 5 years","Number","139",""
"2009","Luxembourg","10 years","Number","58",""
"2009","Luxembourg","From 15 to 19 years","Number","179",""
"2009","Luxembourg","From 20 to 24 years","Number","131",""
"2009","Luxembourg","25 years or over","Number","138",""
"2009","Hungary","Less than 1 year","Number","47",""
"2009","Hungary","Less than 5 years","Number","3,759",""
"2009","Hungary","10 years","Number","911",""
"2009","Hungary","From 15 to 19 years","Number","3,884",""
"2009","Hungary","From 20 to 24 years","Number","3,133",""
"2009","Hungary","25 years or over","Number","3,600",""
"2009","Malta","Less than 1 year","Number",":",""
"2009","Malta","Less than 5 years","Number",":",""
"2009","Malta","10 years","Number",":",""
"2009","Malta","From 15 to 19 years","Number",":",""
"2009","Malta","From 20 to 24 years","Number",":",""
"2009","Malta","25 years or over","Number",":",""
"2009","Netherlands","Less than 1 year","Number","75",""
"2009","Netherlands","Less than 5 years","Number","4,739",""
"2009","Netherlands","10 years","Number","1,296",""
"2009","Netherlands","From 15 to 19 years","Number","4,770",""
"2009","Netherlands","From 20 to 24 years","Number","3,628",""
"2009","Netherlands","25 years or over","Number","4,775",""
"2009","Austria","Less than 1 year","Number","95",""
"2009","Austria","Less than 5 years","Number","4,333",""
"2009","Austria","10 years","Number","653",""
"2009","Austria","From 15 to 19 years","Number","2,453",""
"2009","Austria","From 20 to 24 years","Number","1,974",""
"2009","Austria","25 years or over","Number","2,374",""
"2009","Poland","Less than 1 year","Number","68",""
"2009","Poland","Less than 5 years","Number","10,122",""
"2009","Poland","10 years","Number","2,872",""
"2009","Poland","From 15 to 19 years","Number","9,976",""
"2009","Poland","From 20 to 24 years","Number","7,802",""
"2009","Poland","25 years or over","Number","11,469",""
"2009","Portugal","Less than 1 year","Number",":",""
"2009","Portugal","Less than 5 years","Number",":",""
"2009","Portugal","10 years","Number",":",""
"2009","Portugal","From 15 to 19 years","Number",":",""
"2009","Portugal","From 20 to 24 years","Number",":",""
"2009","Portugal","25 years or over","Number",":",""
"2009","Romania","Less than 1 year","Number","82",""
"2009","Romania","Less than 5 years","Number","7,520",""
"2009","Romania","10 years","Number","1,222",""
"2009","Romania","From 15 to 19 years","Number","4,546",""
"2009","Romania","From 20 to 24 years","Number","3,259",""
"2009","Romania","25 years or over","Number","3,737",""
"2009","Slovenia","Less than 1 year","Number","4",""
"2009","Slovenia","Less than 5 years","Number","307",""
"2009","Slovenia","10 years","Number","75",""
"2009","Slovenia","From 15 to 19 years","Number","350",""
"2009","Slovenia","From 20 to 24 years","Number","305",""
"2009","Slovenia","25 years or over","Number","481",""
"2009","Slovakia","Less than 1 year","Number","21",""
"2009","Slovakia","Less than 5 years","Number","1,602",""
"2009","Slovakia","10 years","Number","498",""
"2009","Slovakia","From 15 to 19 years","Number","2,264",""
"2009","Slovakia","From 20 to 24 years","Number","1,844",""
"2009","Slovakia","25 years or over","Number","1,940",""
"2009","Finland","Less than 1 year","Number","26",""
"2009","Finland","Less than 5 years","Number","3,297",""
"2009","Finland","10 years","Number","484",""
"2009","Finland","From 15 to 19 years","Number","1,545",""
"2009","Finland","From 20 to 24 years","Number","1,287",""
"2009","Finland","25 years or over","Number","1,857",""
"2009","Sweden","Less than 1 year","Number","0",""
"2009","Sweden","Less than 5 years","Number","5,582",""
"2009","Sweden","10 years","Number","770",""
"2009","Sweden","From 15 to 19 years","Number","2,582",""
"2009","Sweden","From 20 to 24 years","Number","2,341",""
"2009","Sweden","25 years or over","Number","2,074",""
"2009","United Kingdom","Less than 1 year","Number","22",""
"2009","United Kingdom","Less than 5 years","Number","20,251",""
"2009","United Kingdom","10 years","Number","5,287",""
"2009","United Kingdom","From 15 to 19 years","Number","17,362",""
"2009","United Kingdom","From 20 to 24 years","Number","13,796",""
"2009","United Kingdom","25 years or over","Number","18,398",""
"2009","Iceland","Less than 1 year","Number","4",""
"2009","Iceland","Less than 5 years","Number","116",""
"2009","Iceland","10 years","Number","26",""
"2009","Iceland","From 15 to 19 years","Number","58",""
"2009","Iceland","From 20 to 24 years","Number","35",""
"2009","Iceland","25 years or over","Number","96",""
"2009","Liechtenstein","Less than 1 year","Number",":",""
"2009","Liechtenstein","Less than 5 years","Number",":",""
"2009","Liechtenstein","10 years","Number",":",""
"2009","Liechtenstein","From 15 to 19 years","Number",":",""
"2009","Liechtenstein","From 20 to 24 years","Number",":",""
"2009","Liechtenstein","25 years or over","Number",":",""
"2009","Norway","Less than 1 year","Number","10",""
"2009","Norway","Less than 5 years","Number","1,384",""
"2009","Norway","10 years","Number","478",""
"2009","Norway","From 15 to 19 years","Number","1,181",""
"2009","Norway","From 20 to 24 years","Number","939",""
"2009","Norway","25 years or over","Number","1,608",""
"2009","Switzerland","Less than 1 year","Number","14",""
"2009","Switzerland","Less than 5 years","Number","2,026",""
"2009","Switzerland","10 years","Number","847",""
"2009","Switzerland","From 15 to 19 years","Number","2,952",""
"2009","Switzerland","From 20 to 24 years","Number","2,379",""
"2009","Switzerland","25 years or over","Number","2,903",""
"2009","Montenegro","Less than 1 year","Number","5",""
"2009","Montenegro","Less than 5 years","Number","152",""
"2009","Montenegro","10 years","Number","22",""
"2009","Montenegro","From 15 to 19 years","Number","41",""
"2009","Montenegro","From 20 to 24 years","Number","29",""
"2009","Montenegro","25 years or over","Number","49",""
"2009","Former Yugoslav Republic of Macedonia, the","Less than 1 year","Number","21",""
"2009","Former Yugoslav Republic of Macedonia, the","Less than 5 years","Number","498",""
"2009","Former Yugoslav Republic of Macedonia, the","10 years","Number","37",""
"2009","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years","Number","130",""
"2009","Former Yugoslav Republic of Macedonia, the","From 20 to 24 years","Number","85",""
"2009","Former Yugoslav Republic of Macedonia, the","25 years or over","Number","90",""
"2009","Albania","Less than 1 year","Number",":",""
"2009","Albania","Less than 5 years","Number",":",""
"2009","Albania","10 years","Number",":",""
"2009","Albania","From 15 to 19 years","Number",":",""
"2009","Albania","From 20 to 24 years","Number",":",""
"2009","Albania","25 years or over","Number",":",""
"2009","Serbia","Less than 1 year","Number","70",""
"2009","Serbia","Less than 5 years","Number","2,044",""
"2009","Serbia","10 years","Number","296",""
"2009","Serbia","From 15 to 19 years","Number","1,189",""
"2009","Serbia","From 20 to 24 years","Number","871",""
"2009","Serbia","25 years or over","Number","1,102",""
"2009","Turkey","Less than 1 year","Number","1,249",""
"2009","Turkey","Less than 5 years","Number","35,240",""
"2009","Turkey","10 years","Number","4,149",""
"2009","Turkey","From 15 to 19 years","Number","12,935",""
"2009","Turkey","From 20 to 24 years","Number","8,820",""
"2009","Turkey","25 years or over","Number","10,223",""
"2009","Bosnia and Herzegovina","Less than 1 year","Number","22",""
"2009","Bosnia and Herzegovina","Less than 5 years","Number","463",""
"2009","Bosnia and Herzegovina","10 years","Number","43",""
"2009","Bosnia and Herzegovina","From 15 to 19 years","Number","117",""
"2009","Bosnia and Herzegovina","From 20 to 24 years","Number","119",""
"2009","Bosnia and Herzegovina","25 years or over","Number","164",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 1 year","Number",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 5 years","Number",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","10 years","Number",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 19 years","Number",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","From 20 to 24 years","Number",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","25 years or over","Number",":",""
"2009","Monaco","Less than 1 year","Number",":",""
"2009","Monaco","Less than 5 years","Number",":",""
"2009","Monaco","10 years","Number",":",""
"2009","Monaco","From 15 to 19 years","Number",":",""
"2009","Monaco","From 20 to 24 years","Number",":",""
"2009","Monaco","25 years or over","Number",":",""
"2009","San Marino","Less than 1 year","Number",":",""
"2009","San Marino","Less than 5 years","Number",":",""
"2009","San Marino","10 years","Number",":",""
"2009","San Marino","From 15 to 19 years","Number",":",""
"2009","San Marino","From 20 to 24 years","Number",":",""
"2009","San Marino","25 years or over","Number",":",""
"2009","Ukraine","Less than 1 year","Number",":",""
"2009","Ukraine","Less than 5 years","Number",":",""
"2009","Ukraine","10 years","Number",":",""
"2009","Ukraine","From 15 to 19 years","Number",":",""
"2009","Ukraine","From 20 to 24 years","Number",":",""
"2009","Ukraine","25 years or over","Number",":",""
"2010","Belgium","Less than 1 year","Number","7",""
"2010","Belgium","Less than 5 years","Number","4,648",""
"2010","Belgium","10 years","Number","1,112",""
"2010","Belgium","From 15 to 19 years","Number","4,051",""
"2010","Belgium","From 20 to 24 years","Number","3,389",""
"2010","Belgium","25 years or over","Number","5,099",""
"2010","Bulgaria","Less than 1 year","Number","40",""
"2010","Bulgaria","Less than 5 years","Number","1,810",""
"2010","Bulgaria","10 years","Number","410",""
"2010","Bulgaria","From 15 to 19 years","Number","1,734",""
"2010","Bulgaria","From 20 to 24 years","Number","1,542",""
"2010","Bulgaria","25 years or over","Number","1,739",""
"2010","Czech Republic","Less than 1 year","Number","47",""
"2010","Czech Republic","Less than 5 years","Number","5,089",""
"2010","Czech Republic","10 years","Number","1,139",""
"2010","Czech Republic","From 15 to 19 years","Number","4,793",""
"2010","Czech Republic","From 20 to 24 years","Number","4,432",""
"2010","Czech Republic","25 years or over","Number","4,672",""
"2010","Denmark","Less than 1 year","Number","150",""
"2010","Denmark","Less than 5 years","Number","3,444",""
"2010","Denmark","10 years","Number","669",""
"2010","Denmark","From 15 to 19 years","Number","1,896",""
"2010","Denmark","From 20 to 24 years","Number","1,168",""
"2010","Denmark","25 years or over","Number","1,219",""
"2010","Germany (including former GDR)","Less than 1 year","Number","47",""
"2010","Germany (including former GDR)","Less than 5 years","Number","24,611",""
"2010","Germany (including former GDR)","10 years","Number","8,138",""
"2010","Germany (including former GDR)","From 15 to 19 years","Number","27,410",""
"2010","Germany (including former GDR)","From 20 to 24 years","Number","23,754",""
"2010","Germany (including former GDR)","25 years or over","Number","27,046",""
"2010","Estonia","Less than 1 year","Number","21",""
"2010","Estonia","Less than 5 years","Number","786",""
"2010","Estonia","10 years","Number","86",""
"2010","Estonia","From 15 to 19 years","Number","327",""
"2010","Estonia","From 20 to 24 years","Number","348",""
"2010","Estonia","25 years or over","Number","441",""
"2010","Ireland","Less than 1 year","Number",":",""
"2010","Ireland","Less than 5 years","Number",":",""
"2010","Ireland","10 years","Number",":",""
"2010","Ireland","From 15 to 19 years","Number",":",""
"2010","Ireland","From 20 to 24 years","Number",":",""
"2010","Ireland","25 years or over","Number",":",""
"2010","Greece","Less than 1 year","Number","1",""
"2010","Greece","Less than 5 years","Number","2,007",""
"2010","Greece","10 years","Number","467",""
"2010","Greece","From 15 to 19 years","Number","1,970",""
"2010","Greece","From 20 to 24 years","Number","1,489",""
"2010","Greece","25 years or over","Number",":",""
"2010","Spain","Less than 1 year","Number","235",""
"2010","Spain","Less than 5 years","Number","15,386",""
"2010","Spain","10 years","Number","4,041",""
"2010","Spain","From 15 to 19 years","Number","14,925",""
"2010","Spain","From 20 to 24 years","Number","12,006",""
"2010","Spain","25 years or over","Number","19,881",""
"2010","France","Less than 1 year","Number","121",""
"2010","France","Less than 5 years","Number","17,741",""
"2010","France","10 years","Number","5,908",""
"2010","France","From 15 to 19 years","Number","18,144",""
"2010","France","From 20 to 24 years","Number","14,191",""
"2010","France","25 years or over","Number","25,365",""
"2010","Croatia","Less than 1 year","Number","28",""
"2010","Croatia","Less than 5 years","Number","970",""
"2010","Croatia","10 years","Number","189",""
"2010","Croatia","From 15 to 19 years","Number","613",""
"2010","Croatia","From 20 to 24 years","Number","625",""
"2010","Croatia","25 years or over","Number","853",""
"2010","Italy","Less than 1 year","Number","0",""
"2010","Italy","Less than 5 years","Number","191",""
"2010","Italy","10 years","Number","2,756",""
"2010","Italy","From 15 to 19 years","Number","10,696",""
"2010","Italy","From 20 to 24 years","Number","8,068",""
"2010","Italy","25 years or over","Number","13,581",""
"2010","Cyprus","Less than 1 year","Number",":",""
"2010","Cyprus","Less than 5 years","Number",":",""
"2010","Cyprus","10 years","Number",":",""
"2010","Cyprus","From 15 to 19 years","Number",":",""
"2010","Cyprus","From 20 to 24 years","Number",":",""
"2010","Cyprus","25 years or over","Number",":",""
"2010","Latvia","Less than 1 year","Number","3",""
"2010","Latvia","Less than 5 years","Number","1,170",""
"2010","Latvia","10 years","Number","160",""
"2010","Latvia","From 15 to 19 years","Number","638",""
"2010","Latvia","From 20 to 24 years","Number","617",""
"2010","Latvia","25 years or over","Number","670",""
"2010","Lithuania","Less than 1 year","Number","86",""
"2010","Lithuania","Less than 5 years","Number","2,229",""
"2010","Lithuania","10 years","Number","307",""
"2010","Lithuania","From 15 to 19 years","Number","1,534",""
"2010","Lithuania","From 20 to 24 years","Number","1,396",""
"2010","Lithuania","25 years or over","Number","1,447",""
"2010","Luxembourg","Less than 1 year","Number","4",""
"2010","Luxembourg","Less than 5 years","Number","144",""
"2010","Luxembourg","10 years","Number","59",""
"2010","Luxembourg","From 15 to 19 years","Number","183",""
"2010","Luxembourg","From 20 to 24 years","Number","122",""
"2010","Luxembourg","25 years or over","Number","131",""
"2010","Hungary","Less than 1 year","Number","48",""
"2010","Hungary","Less than 5 years","Number","3,767",""
"2010","Hungary","10 years","Number","941",""
"2010","Hungary","From 15 to 19 years","Number","3,784",""
"2010","Hungary","From 20 to 24 years","Number","3,261",""
"2010","Hungary","25 years or over","Number","3,759",""
"2010","Malta","Less than 1 year","Number",":",""
"2010","Malta","Less than 5 years","Number",":",""
"2010","Malta","10 years","Number",":",""
"2010","Malta","From 15 to 19 years","Number",":",""
"2010","Malta","From 20 to 24 years","Number",":",""
"2010","Malta","25 years or over","Number",":",""
"2010","Netherlands","Less than 1 year","Number","90",""
"2010","Netherlands","Less than 5 years","Number","5,961",""
"2010","Netherlands","10 years","Number","1,393",""
"2010","Netherlands","From 15 to 19 years","Number","4,781",""
"2010","Netherlands","From 20 to 24 years","Number","3,979",""
"2010","Netherlands","25 years or over","Number","5,222",""
"2010","Austria","Less than 1 year","Number","76",""
"2010","Austria","Less than 5 years","Number","3,648",""
"2010","Austria","10 years","Number","679",""
"2010","Austria","From 15 to 19 years","Number","2,292",""
"2010","Austria","From 20 to 24 years","Number","1,896",""
"2010","Austria","25 years or over","Number","2,263",""
"2010","Poland","Less than 1 year","Number","9",""
"2010","Poland","Less than 5 years","Number","10,277",""
"2010","Poland","10 years","Number","2,412",""
"2010","Poland","From 15 to 19 years","Number","8,729",""
"2010","Poland","From 20 to 24 years","Number","7,458",""
"2010","Poland","25 years or over","Number","10,999",""
"2010","Portugal","Less than 1 year","Number",":",""
"2010","Portugal","Less than 5 years","Number",":",""
"2010","Portugal","10 years","Number",":",""
"2010","Portugal","From 15 to 19 years","Number",":",""
"2010","Portugal","From 20 to 24 years","Number",":",""
"2010","Portugal","25 years or over","Number",":",""
"2010","Romania","Less than 1 year","Number","89",""
"2010","Romania","Less than 5 years","Number","7,459",""
"2010","Romania","10 years","Number","1,214",""
"2010","Romania","From 15 to 19 years","Number","4,417",""
"2010","Romania","From 20 to 24 years","Number","3,480",""
"2010","Romania","25 years or over","Number","3,693",""
"2010","Slovenia","Less than 1 year","Number","7",""
"2010","Slovenia","Less than 5 years","Number","346",""
"2010","Slovenia","10 years","Number","78",""
"2010","Slovenia","From 15 to 19 years","Number","355",""
"2010","Slovenia","From 20 to 24 years","Number","351",""
"2010","Slovenia","25 years or over","Number","535",""
"2010","Slovakia","Less than 1 year","Number","20",""
"2010","Slovakia","Less than 5 years","Number","1,626",""
"2010","Slovakia","10 years","Number","435",""
"2010","Slovakia","From 15 to 19 years","Number","2,031",""
"2010","Slovakia","From 20 to 24 years","Number","1,841",""
"2010","Slovakia","25 years or over","Number","1,986",""
"2010","Finland","Less than 1 year","Number","18",""
"2010","Finland","Less than 5 years","Number","3,240",""
"2010","Finland","10 years","Number","510",""
"2010","Finland","From 15 to 19 years","Number","1,570",""
"2010","Finland","From 20 to 24 years","Number","1,244",""
"2010","Finland","25 years or over","Number","1,889",""
"2010","Sweden","Less than 1 year","Number","136",""
"2010","Sweden","Less than 5 years","Number","6,952",""
"2010","Sweden","10 years","Number","883",""
"2010","Sweden","From 15 to 19 years","Number","2,558",""
"2010","Sweden","From 20 to 24 years","Number","2,433",""
"2010","Sweden","25 years or over","Number","2,083",""
"2010","United Kingdom","Less than 1 year","Number","27",""
"2010","United Kingdom","Less than 5 years","Number","20,784",""
"2010","United Kingdom","10 years","Number","5,604",""
"2010","United Kingdom","From 15 to 19 years","Number","17,772",""
"2010","United Kingdom","From 20 to 24 years","Number","14,251",""
"2010","United Kingdom","25 years or over","Number","18,921",""
"2010","Iceland","Less than 1 year","Number","4",""
"2010","Iceland","Less than 5 years","Number","120",""
"2010","Iceland","10 years","Number","32",""
"2010","Iceland","From 15 to 19 years","Number","59",""
"2010","Iceland","From 20 to 24 years","Number","42",""
"2010","Iceland","25 years or over","Number","77",""
"2010","Liechtenstein","Less than 1 year","Number",":",""
"2010","Liechtenstein","Less than 5 years","Number",":",""
"2010","Liechtenstein","10 years","Number",":",""
"2010","Liechtenstein","From 15 to 19 years","Number",":",""
"2010","Liechtenstein","From 20 to 24 years","Number",":",""
"2010","Liechtenstein","25 years or over","Number",":",""
"2010","Norway","Less than 1 year","Number","7",""
"2010","Norway","Less than 5 years","Number","1,438",""
"2010","Norway","10 years","Number","491",""
"2010","Norway","From 15 to 19 years","Number","1,291",""
"2010","Norway","From 20 to 24 years","Number","940",""
"2010","Norway","25 years or over","Number","1,596",""
"2010","Switzerland","Less than 1 year","Number","38",""
"2010","Switzerland","Less than 5 years","Number","2,454",""
"2010","Switzerland","10 years","Number","978",""
"2010","Switzerland","From 15 to 19 years","Number","3,216",""
"2010","Switzerland","From 20 to 24 years","Number","2,805",""
"2010","Switzerland","25 years or over","Number","3,401",""
"2010","Montenegro","Less than 1 year","Number","7",""
"2010","Montenegro","Less than 5 years","Number","162",""
"2010","Montenegro","10 years","Number","21",""
"2010","Montenegro","From 15 to 19 years","Number","62",""
"2010","Montenegro","From 20 to 24 years","Number","42",""
"2010","Montenegro","25 years or over","Number","47",""
"2010","Former Yugoslav Republic of Macedonia, the","Less than 1 year","Number","26",""
"2010","Former Yugoslav Republic of Macedonia, the","Less than 5 years","Number","675",""
"2010","Former Yugoslav Republic of Macedonia, the","10 years","Number","60",""
"2010","Former Yugoslav Republic of Macedonia, the","From 15 to 19 years","Number","179",""
"2010","Former Yugoslav Republic of Macedonia, the","From 20 to 24 years","Number","120",""
"2010","Former Yugoslav Republic of Macedonia, the","25 years or over","Number","164",""
"2010","Albania","Less than 1 year","Number",":",""
"2010","Albania","Less than 5 years","Number",":",""
"2010","Albania","10 years","Number",":",""
"2010","Albania","From 15 to 19 years","Number",":",""
"2010","Albania","From 20 to 24 years","Number",":",""
"2010","Albania","25 years or over","Number",":",""
"2010","Serbia","Less than 1 year","Number","69",""
"2010","Serbia","Less than 5 years","Number","1,632",""
"2010","Serbia","10 years","Number","290",""
"2010","Serbia","From 15 to 19 years","Number","886",""
"2010","Serbia","From 20 to 24 years","Number","672",""
"2010","Serbia","25 years or over","Number","882",""
"2010","Turkey","Less than 1 year","Number","1,327",""
"2010","Turkey","Less than 5 years","Number","36,191",""
"2010","Turkey","10 years","Number","4,518",""
"2010","Turkey","From 15 to 19 years","Number","13,481",""
"2010","Turkey","From 20 to 24 years","Number","9,178",""
"2010","Turkey","25 years or over","Number","10,403",""
"2010","Bosnia and Herzegovina","Less than 1 year","Number","31",""
"2010","Bosnia and Herzegovina","Less than 5 years","Number","556",""
"2010","Bosnia and Herzegovina","10 years","Number","51",""
"2010","Bosnia and Herzegovina","From 15 to 19 years","Number","148",""
"2010","Bosnia and Herzegovina","From 20 to 24 years","Number","134",""
"2010","Bosnia and Herzegovina","25 years or over","Number","202",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 1 year","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 5 years","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","10 years","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 19 years","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","From 20 to 24 years","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","25 years or over","Number",":",""
"2010","Monaco","Less than 1 year","Number",":",""
"2010","Monaco","Less than 5 years","Number",":",""
"2010","Monaco","10 years","Number",":",""
"2010","Monaco","From 15 to 19 years","Number",":",""
"2010","Monaco","From 20 to 24 years","Number",":",""
"2010","Monaco","25 years or over","Number",":",""
"2010","San Marino","Less than 1 year","Number",":",""
"2010","San Marino","Less than 5 years","Number",":",""
"2010","San Marino","10 years","Number",":",""
"2010","San Marino","From 15 to 19 years","Number",":",""
"2010","San Marino","From 20 to 24 years","Number",":",""
"2010","San Marino","25 years or over","Number",":",""
"2010","Ukraine","Less than 1 year","Number",":",""
"2010","Ukraine","Less than 5 years","Number",":",""
"2010","Ukraine","10 years","Number",":",""
"2010","Ukraine","From 15 to 19 years","Number",":",""
"2010","Ukraine","From 20 to 24 years","Number",":",""
"2010","Ukraine","25 years or over","Number",":",""
"2011","Belgium","Less than 1 year","Number",":",""
"2011","Belgium","Less than 5 years","Number",":",""
"2011","Belgium","10 years","Number",":",""
"2011","Belgium","From 15 to 19 years","Number",":",""
"2011","Belgium","From 20 to 24 years","Number",":",""
"2011","Belgium","25 years or over","Number",":",""
"2011","Bulgaria","Less than 1 year","Number","25",""
"2011","Bulgaria","Less than 5 years","Number","1,583",""
"2011","Bulgaria","10 years","Number","360",""
"2011","Bulgaria","From 15 to 19 years","Number","1,718",""
"2011","Bulgaria","From 20 to 24 years","Number","1,444",""
"2011","Bulgaria","25 years or over","Number","1,841",""
"2011","Czech Republic","Less than 1 year","Number","66",""
"2011","Czech Republic","Less than 5 years","Number","4,457",""
"2011","Czech Republic","10 years","Number","1,019",""
"2011","Czech Republic","From 15 to 19 years","Number","4,104",""
"2011","Czech Republic","From 20 to 24 years","Number","4,213",""
"2011","Czech Republic","25 years or over","Number","4,625",""
"2011","Denmark","Less than 1 year","Number",":",""
"2011","Denmark","Less than 5 years","Number",":",""
"2011","Denmark","10 years","Number",":",""
"2011","Denmark","From 15 to 19 years","Number",":",""
"2011","Denmark","From 20 to 24 years","Number",":",""
"2011","Denmark","25 years or over","Number",":",""
